cName,cType,每秒字节数,服务器地理位置,客户端地理位置,客户端端口,服务器,客户端,请求字节数,响应时间,请求接收端,客户端网段,请求发起端,开始时间
="45-115-167-32x7616xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="60666",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::8",="134.00 B",="907.3us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::8",="2022-10-22 07:49:50.394296916"
="36-147-17-79x7558xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="23342",="2409:871E:8200:4::FFFB",="2409:806C:2000:7200::1104",="133.00 B",="1.01ms",="2409:871E:8200:4::FFFB",="未知网段",="2409:806C:2000:7200::1104",="2022-10-22 07:48:35.279683289"
="36-147-17-79x7462xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="18713",="2409:871E:8200:4::FFFB",="2409:806C:2000:7200::1101",="133.00 B",="926.38us",="2409:871E:8200:4::FFFB",="未知网段",="2409:806C:2000:7200::1101",="2022-10-22 07:48:26.057231504"
="110-188-68-204x3483xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="57760",="2409:871E:8200:4::FFFB",="240E:56:4606:8203::3",="135.00 B",="946.61us",="2409:871E:8200:4::FFFB",="未知网段",="240E:56:4606:8203::3",="2022-10-22 07:48:20.175300184"
="240e:f7:4f00:1a00:0:0:0:48x3879xmapsystm.icbc.com.cn",="1(A)",="346.00 Bps",="中国",="中国",="23850",="2409:871E:8200:4::FFFB",="240E:1C:6200:2::5",="147.00 B",="1.02ms",="2409:871E:8200:4::FFFB",="未知网段",="240E:1C:6200:2::5",="2022-10-22 07:47:57.774240203"
="111-27-126-87x7263xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="41824",="2409:871E:8200:4::FFFB",="2409:8018:2001::2",="134.00 B",="797.71us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8018:2001::2",="2022-10-22 07:47:49.098802379"
="117-135-240-112x3102xmapsystm.icbc.com.cn",="1(A)",="324.00 Bps",="中国",="中国",="28852",="2409:871E:8200:4::FFFB",="2409:806A:2010:40::100:2",="136.00 B",="799.52us",="2409:871E:8200:4::FFFB",="未知网段",="2409:806A:2010:40::100:2",="2022-10-22 07:47:41.098532647"
="240e:f7:4f00:1a00:0:0:0:48x2575xmapsystm.icbc.com.cn",="1(A)",="346.00 Bps",="中国",="中国",="24479",="2409:871E:8200:4::FFFB",="240E:1C:6200:2::7",="147.00 B",="1.05ms",="2409:871E:8200:4::FFFB",="未知网段",="240E:1C:6200:2::7",="2022-10-22 07:47:40.819333951"
="117-149-139-169x8644xmapsystm.icbc.com.cn",="1(A)",="324.00 Bps",="中国",="中国",="54630",="2409:871E:8200:4::FFFB",="2409:8028:2003:8000::8",="136.00 B",="978.71us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8028:2003:8000::8",="2022-10-22 07:47:38.695037061"
="120-221-66-137x5793xmapsystm.icbc.com.cn",="1(A)",="334.00 Bps",="中国",="中国",="49260",="2409:871E:8200:4::FFFB",="2409:803C:2001:8010::126",="147.00 B",="831us",="2409:871E:8200:4::FFFB",="未知网段",="2409:803C:2001:8010::126",="2022-10-22 07:47:34.395511290"
="123-187-31-140x1062xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="16426",="2409:871E:8200:4::FFFB",="240E:41:C000:5::6",="135.00 B",="977.55us",="2409:871E:8200:4::FFFB",="未知网段",="240E:41:C000:5::6",="2022-10-22 07:47:27.423811001"
="2408:873c:4810:6:0:0:0:222x6912xmapsystm.icbc.com.cn",="1(A)",="346.00 Bps",="中国",="中国",="41155",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::9",="147.00 B",="939.38us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::9",="2022-10-22 07:47:20.441728668"
="123-187-31-140x888xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="12623",="2409:871E:8200:4::FFFB",="240E:41:C000:5::5",="134.00 B",="935.65us",="2409:871E:8200:4::FFFB",="未知网段",="240E:41:C000:5::5",="2022-10-22 07:47:19.736328990"
="123-187-31-140x888xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="15936",="2409:871E:8200:4::FFFB",="240E:41:C000:5::6",="134.00 B",="848.44us",="2409:871E:8200:4::FFFB",="未知网段",="240E:41:C000:5::6",="2022-10-22 07:47:19.740474330"
="112-67-249-81x6498xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="59521",="2409:871E:8200:4::FFFB",="240E:42:C000:10:0:1:108:103",="134.00 B",="990.7us",="2409:871E:8200:4::FFFB",="未知网段",="240E:42:C000:10:0:1:108:103",="2022-10-22 07:47:18.323606880"
="111-12-223-82x2151xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="56736",="2409:871E:8200:4::FFFB",="2409:8078:200A:100::13",="134.00 B",="803.42us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8078:200A:100::13",="2022-10-22 07:47:18.326320423"
="2409:8c20:bea1:1:1:0:0:a4x1362xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="36711",="2409:871E:8200:4::FFFB",="2409:8020:2000:824::B",="146.00 B",="1.49ms",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:824::B",="2022-10-22 07:46:53.859009021"
="110-52-59-66x448xmapsystm.icbc.com.cn",="1(A)",="328.00 Bps",="中国",="中国",="54862",="2409:871E:8200:4::FFFB",="2408:8001:2000:1::51E",="144.00 B",="804.26us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:2000:1::51E",="2022-10-22 07:46:51.968199621"
="2409:8c20:bea1:1:1:0:0:a4x1795xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="32930",="2409:871E:8200:4::FFFB",="2409:8020:2000:824::9",="146.00 B",="909.7us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:824::9",="2022-10-22 07:46:49.246587724"
="2409:8c20:bea1:1:1:0:0:a4x5358xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="39255",="2409:871E:8200:4::FFFB",="2409:8020:2000:824::8",="146.00 B",="892.41us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:824::8",="2022-10-22 07:46:44.998287204"
="2409:8c38:c50:508:0:0:0:2b8x2914xmapsystm.icbc.com.cn",="1(A)",="348.00 Bps",="中国",="中国",="6339",="2409:871E:8200:4::FFFB",="2409:8038:2000:108F::1",="148.00 B",="844.38us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8038:2000:108F::1",="2022-10-22 07:46:43.731912601"
="2409:8c20:bea1:1:1:0:0:a4x862xmapsystm.icbc.com.cn",="1(A)",="342.00 Bps",="中国",="中国",="43241",="2409:871E:8200:4::FFFB",="2409:8020:2000:824::8",="145.00 B",="961.73us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:824::8",="2022-10-22 07:46:40.553636058"
="2408:8773:8000:8:0:1:0:c9x4836xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="24798",="2409:871E:8200:4::FFFB",="2408:8001:B013::200D",="146.00 B",="776.95us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:B013::200D",="2022-10-22 07:46:36.357207595"
="2408:8773:8000:8:0:1:0:c9x4836xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="57021",="2409:871E:8200:4::FFFB",="2408:8001:B013::200D",="146.00 B",="1.19ms",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:B013::200D",="2022-10-22 07:46:36.733717723"
="42-101-79-78x5512xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="44282",="2409:871E:8200:4::FFFB",="240E:41:1:C::3",="133.00 B",="1.09ms",="2409:871E:8200:4::FFFB",="未知网段",="240E:41:1:C::3",="2022-10-22 07:46:27.027955934"
="2408:8773:8000:8:0:1:0:c9x7696xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="41654",="2409:871E:8200:4::FFFB",="2408:8001:B013::200D",="146.00 B",="920.54us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:B013::200D",="2022-10-22 07:46:26.147519392"
="2408:8773:8000:8:0:1:0:c9x7696xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="13522",="2409:871E:8200:4::FFFB",="2408:8001:B013::200D",="146.00 B",="964.62us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:B013::200D",="2022-10-22 07:46:26.522502374"
="2409:8c50:5e00:0:0:0:0:40dx1092xmapsystm.icbc.com.cn",="1(A)",="346.00 Bps",="中国",="中国",="54574",="2409:871E:8200:4::FFFB",="2409:8050:2000:1101::2F",="147.00 B",="947.28us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8050:2000:1101::2F",="2022-10-22 07:46:25.604898296"
="42-101-79-78x4620xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="9469",="2409:871E:8200:4::FFFB",="240E:41:1:10::3",="133.00 B",="801.54us",="2409:871E:8200:4::FFFB",="未知网段",="240E:41:1:10::3",="2022-10-22 07:46:24.069084385"
="183-131-124-26x5074xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="51550",="2409:871E:8200:4::FFFB",="240E:1C:6200:2::6",="135.00 B",="893.93us",="2409:871E:8200:4::FFFB",="未知网段",="240E:1C:6200:2::6",="2022-10-22 07:46:19.615976833"
="240e:908:103:200:0:0:0:f0x4983xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="48393",="2409:871E:8200:4::FFFB",="240E:41:1:13::3",="146.00 B",="921.37us",="2409:871E:8200:4::FFFB",="未知网段",="240E:41:1:13::3",="2022-10-22 07:46:01.054850795"
="2408:8776:1:306:0:0:0:577x8707xmapsystm.icbc.com.cn",="1(A)",="356.00 Bps",="中国",="中国",="37896",="2409:871E:8200:4::FFFB",="2408:8001:D000:1050::3",="158.00 B",="1.12ms",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:D000:1050::3",="2022-10-22 07:45:52.245135059"
="2408:8774:1:12:0:0:0:52x6686xmapsystm.icbc.com.cn",="1(A)",="352.00 Bps",="中国",="中国",="53888",="2409:871E:8200:4::FFFB",="2408:8001:C001:4::23",="156.00 B",="948.64us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:C001:4::23",="2022-10-22 07:45:43.319556920"
="27-155-109-57x6092xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="32915",="2409:871E:8200:4::FFFB",="240E:14:6000:E001::6",="134.00 B",="869.5us",="2409:871E:8200:4::FFFB",="未知网段",="240E:14:6000:E001::6",="2022-10-22 07:45:26.476708238"
="2409:8c5e:5000:c:0:0:0:50x4587xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="15701",="2409:871E:8200:4::FFFB",="2409:805E:2000:2::11",="146.00 B",="993.23us",="2409:871E:8200:4::FFFB",="未知网段",="2409:805E:2000:2::11",="2022-10-22 07:45:25.256398998"
="2409:8c5e:5000:c:0:0:0:50x7142xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="21321",="2409:871E:8200:4::FFFB",="2409:805E:2000:2::7",="146.00 B",="865.57us",="2409:871E:8200:4::FFFB",="未知网段",="2409:805E:2000:2::7",="2022-10-22 07:45:20.322869392"
="240e:c1:6800:0:0:0:0:35x4334xmapsystm.icbc.com.cn",="1(A)",="340.00 Bps",="中国",="中国",="43421",="2409:871E:8200:4::FFFB",="240E:10:4001:2709::4",="144.00 B",="800.75us",="2409:871E:8200:4::FFFB",="未知网段",="240E:10:4001:2709::4",="2022-10-22 07:45:15.026696614"
="36-156-127-62x4518xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="39421",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::8",="134.00 B",="904.89us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::8",="2022-10-22 07:44:57.064445993"
="180-95-228-157x3689xmapsystm.icbc.com.cn",="1(A)",="334.00 Bps",="中国",="中国",="62687",="2409:871E:8200:4::FFFB",="2408:8001:C001:4::1B",="147.00 B",="855.9us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:C001:4::1B",="2022-10-22 07:44:56.332352982"
="45-115-167-32x2668xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="43277",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::A",="134.00 B",="863.96us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::A",="2022-10-22 07:44:53.906884884"
="36-156-127-62x3303xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="46820",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::8",="134.00 B",="870.47us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::8",="2022-10-22 07:44:52.955540390"
="45-115-167-32x4129xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="51620",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::B",="134.00 B",="952.81us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::B",="2022-10-22 07:44:47.064538803"
="2409:8c7a:a01:60:0:0:0:1cex8922xmapsystm.icbc.com.cn",="1(A)",="346.00 Bps",="中国",="中国",="54745",="2409:871E:8200:4::FFFB",="2409:807A:2001:1001::43",="147.00 B",="930.58us",="2409:871E:8200:4::FFFB",="未知网段",="2409:807A:2001:1001::43",="2022-10-22 07:44:28.182383123"
="14-29-116-13x2816xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="49962",="2409:871E:8200:4::FFFB",="240E:5E:4004:8018::2",="133.00 B",="938.57us",="2409:871E:8200:4::FFFB",="未知网段",="240E:5E:4004:8018::2",="2022-10-22 07:44:24.264927346"
="221-178-32-194x7879xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="56384",="2409:871E:8200:4::FFFB",="2409:8060:20EA:111::1",="135.00 B",="926.21us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8060:20EA:111::1",="2022-10-22 07:44:21.143458835"
="240e:f7:d100:0:0:0:0:5bx4119xmapsystm.icbc.com.cn",="1(A)",="340.00 Bps",="中国",="中国",="7364",="2409:871E:8200:4::FFFB",="240E:1C:6200:1::6",="144.00 B",="925.2us",="2409:871E:8200:4::FFFB",="未知网段",="240E:1C:6200:1::6",="2022-10-22 07:44:20.430568485"
="221-178-32-194x2654xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="46918",="2409:871E:8200:4::FFFB",="2409:8060:20EA:113::2",="135.00 B",="915.88us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8060:20EA:113::2",="2022-10-22 07:44:16.076479731"
="120-240-94-82x8422xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="55952",="2409:871E:8200:4::FFFB",="2409:8057:2000:8FFF:FFFF:FFFF:FFFF:FF60",="134.00 B",="867.94us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8057:2000:8FFF:FFFF:FFFF:FFFF:FF60",="2022-10-22 07:44:10.130488497"
="120-240-94-82x6870xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="57787",="2409:871E:8200:4::FFFB",="2409:8057:2000:8FFF:FFFF:FFFF:FFFF:FFE3",="134.00 B",="1ms",="2409:871E:8200:4::FFFB",="未知网段",="2409:8057:2000:8FFF:FFFF:FFFF:FFFF:FFE3",="2022-10-22 07:44:05.474086329"
="120-240-94-82x8765xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="39244",="2409:871E:8200:4::FFFB",="2409:8057:2000:8FFF:FFFF:FFFF:FFFF:FF60",="134.00 B",="800.75us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8057:2000:8FFF:FFFF:FFFF:FFFF:FF60",="2022-10-22 07:44:00.809655443"
="120-240-94-82x2900xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="55105",="2409:871E:8200:4::FFFB",="2409:8057:2000:8FFF:FFFF:FFFF:FFFF:FFE3",="134.00 B",="982.19us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8057:2000:8FFF:FFFF:FFFF:FFFF:FFE3",="2022-10-22 07:43:56.314386216"
="111-29-28-161x1909xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="46781",="2409:871E:8200:4::FFFB",="2409:805E:2000:2::11",="134.00 B",="1.04ms",="2409:871E:8200:4::FFFB",="未知网段",="2409:805E:2000:2::11",="2022-10-22 07:43:49.371412737"
="120-240-94-82x2223xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="40872",="2409:871E:8200:4::FFFB",="2409:8057:2000:8FFF:FFFF:FFFF:FFFF:FF60",="134.00 B",="846.39us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8057:2000:8FFF:FFFF:FFFF:FFFF:FF60",="2022-10-22 07:43:47.089209001"
="36-147-17-79x2651xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="19945",="2409:871E:8200:4::FFFB",="2409:806C:2000:7200::1104",="133.00 B",="855.48us",="2409:871E:8200:4::FFFB",="未知网段",="2409:806C:2000:7200::1104",="2022-10-22 07:43:43.742649343"
="111-29-28-161x2171xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="43797",="2409:871E:8200:4::FFFB",="2409:805E:2000:2::11",="134.00 B",="860.94us",="2409:871E:8200:4::FFFB",="未知网段",="2409:805E:2000:2::11",="2022-10-22 07:43:39.771383307"
="110-188-68-204x8938xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="7299",="2409:871E:8200:4::FFFB",="240E:56:4606:8203::3",="135.00 B",="944.59us",="2409:871E:8200:4::FFFB",="未知网段",="240E:56:4606:8203::3",="2022-10-22 07:43:32.743561512"
="110-188-68-204x4707xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="48413",="2409:871E:8200:4::FFFB",="240E:56:4606:825B::3",="135.00 B",="849.41us",="2409:871E:8200:4::FFFB",="未知网段",="240E:56:4606:825B::3",="2022-10-22 07:43:26.039106599"
="110-188-68-204x4707xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="11869",="2409:871E:8200:4::FFFB",="240E:56:4606:825B::3",="135.00 B",="769.97us",="2409:871E:8200:4::FFFB",="未知网段",="240E:56:4606:825B::3",="2022-10-22 07:43:26.226402510"
="110-188-68-204x5718xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="28154",="2409:871E:8200:4::FFFB",="240E:56:4606:825B::3",="135.00 B",="893.24us",="2409:871E:8200:4::FFFB",="未知网段",="240E:56:4606:825B::3",="2022-10-22 07:43:23.093623207"
="2409:8c70:3a00:70:0:0:0:511x5791xmapsystm.icbc.com.cn",="1(A)",="348.00 Bps",="中国",="中国",="57776",="2409:871E:8200:4::FFFB",="2409:8070:B:1005::5022",="148.00 B",="965.38us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8070:B:1005::5022",="2022-10-22 07:43:21.302271248"
="183-216-189-8x6658xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="5673",="2409:871E:8200:4::FFFB",="2409:8038:2000:2092::1",="134.00 B",="884.61us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8038:2000:2092::1",="2022-10-22 07:43:15.236982676"
="183-216-189-8x2101xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="4775",="2409:871E:8200:4::FFFB",="2409:8038:2000:208A::1",="134.00 B",="966.34us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8038:2000:208A::1",="2022-10-22 07:43:11.644751176"
="117-135-240-112x564xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="27473",="2409:871E:8200:4::FFFB",="2409:806A:2010:40::100:6",="135.00 B",="969.31us",="2409:871E:8200:4::FFFB",="未知网段",="2409:806A:2010:40::100:6",="2022-10-22 07:42:52.280926318"
="118-213-93-177x1303xmapsystm.icbc.com.cn",="1(A)",="334.00 Bps",="中国",="中国",="60494",="2409:871E:8200:4::FFFB",="240E:44:4001:8001::73",="147.00 B",="859.34us",="2409:871E:8200:4::FFFB",="未知网段",="240E:44:4001:8001::73",="2022-10-22 07:42:51.890265778"
="118-213-93-177x3537xmapsystm.icbc.com.cn",="1(A)",="334.00 Bps",="中国",="中国",="36259",="2409:871E:8200:4::FFFB",="240E:44:4001:8001::73",="147.00 B",="926.3us",="2409:871E:8200:4::FFFB",="未知网段",="240E:44:4001:8001::73",="2022-10-22 07:42:42.692517160"
="117-149-139-169x1879xmapsystm.icbc.com.cn",="1(A)",="324.00 Bps",="中国",="中国",="47052",="2409:871E:8200:4::FFFB",="2409:8028:2003:8000::2E",="136.00 B",="781.88us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8028:2003:8000::2E",="2022-10-22 07:42:38.620923840"
="218-24-82-24x4237xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="59623",="2409:871E:8200:4::FFFB",="2408:8000:6001:7001::9",="133.00 B",="953.19us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8000:6001:7001::9",="2022-10-22 07:42:35.274162002"
="118-213-93-177x2278xmapsystm.icbc.com.cn",="1(A)",="334.00 Bps",="中国",="中国",="45848",="2409:871E:8200:4::FFFB",="240E:44:4001:8001::73",="147.00 B",="950.88us",="2409:871E:8200:4::FFFB",="未知网段",="240E:44:4001:8001::73",="2022-10-22 07:42:34.056627317"
="117-149-139-169x1116xmapsystm.icbc.com.cn",="1(A)",="324.00 Bps",="中国",="中国",="52327",="2409:871E:8200:4::FFFB",="2409:8028:2003:8000::2E",="136.00 B",="947.76us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8028:2003:8000::2E",="2022-10-22 07:42:31.043754543"
="120-226-148-222x1801xmapsystm.icbc.com.cn",="1(A)",="324.00 Bps",="中国",="中国",="28323",="2409:871E:8200:4::FFFB",="2409:8050:2000:1101::19",="136.00 B",="855.93us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8050:2000:1101::19",="2022-10-22 07:42:30.877711553"
="118-213-93-177x5165xmapsystm.icbc.com.cn",="1(A)",="334.00 Bps",="中国",="中国",="56823",="2409:871E:8200:4::FFFB",="240E:44:4001:8001::73",="147.00 B",="974.98us",="2409:871E:8200:4::FFFB",="未知网段",="240E:44:4001:8001::73",="2022-10-22 07:42:29.122692820"
="120-221-66-137x8527xmapsystm.icbc.com.cn",="1(A)",="334.00 Bps",="中国",="中国",="55287",="2409:871E:8200:4::FFFB",="2409:803C:2001:8010::126",="147.00 B",="880.69us",="2409:871E:8200:4::FFFB",="未知网段",="2409:803C:2001:8010::126",="2022-10-22 07:42:27.420995738"
="120-226-148-222x3356xmapsystm.icbc.com.cn",="1(A)",="324.00 Bps",="中国",="中国",="56969",="2409:871E:8200:4::FFFB",="2409:8050:2000:1101::27",="136.00 B",="1.72ms",="2409:871E:8200:4::FFFB",="未知网段",="2409:8050:2000:1101::27",="2022-10-22 07:42:22.938290130"
="120-221-66-137x6936xmapsystm.icbc.com.cn",="1(A)",="334.00 Bps",="中国",="中国",="37863",="2409:871E:8200:4::FFFB",="2409:803C:2001:8010::126",="147.00 B",="986.51us",="2409:871E:8200:4::FFFB",="未知网段",="2409:803C:2001:8010::126",="2022-10-22 07:42:22.446818444"
="117-149-139-169x7375xmapsystm.icbc.com.cn",="1(A)",="324.00 Bps",="中国",="中国",="52255",="2409:871E:8200:4::FFFB",="2409:8028:2003:8000::C0",="136.00 B",="935.57us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8028:2003:8000::C0",="2022-10-22 07:42:22.084940771"
="2408:873c:4810:6:0:0:0:222x4683xmapsystm.icbc.com.cn",="1(A)",="346.00 Bps",="中国",="中国",="51287",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::B",="147.00 B",="837.6us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::B",="2022-10-22 07:42:20.778459866"
="117-180-226-17x3736xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="41435",="2409:871E:8200:4::FFFB",="2409:807E:2001:1107::4",="135.00 B",="942.89us",="2409:871E:8200:4::FFFB",="未知网段",="2409:807E:2001:1107::4",="2022-10-22 07:42:05.853265515"
="110-52-59-66x4493xmapsystm.icbc.com.cn",="1(A)",="330.00 Bps",="中国",="中国",="65427",="2409:871E:8200:4::FFFB",="2408:8001:2000:1::51E",="145.00 B",="792.65us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:2000:1::51E",="2022-10-22 07:41:48.734163255"
="110-52-59-66x5628xmapsystm.icbc.com.cn",="1(A)",="330.00 Bps",="中国",="中国",="64543",="2409:871E:8200:4::FFFB",="2408:8001:2000:1::51E",="145.00 B",="1.21ms",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:2000:1::51E",="2022-10-22 07:41:43.941391762"
="2409:8c20:bea1:1:1:0:0:a4x1079xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="49698",="2409:871E:8200:4::FFFB",="2409:8020:2000:824::A",="146.00 B",="974.54us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:824::A",="2022-10-22 07:41:41.614532761"
="110-52-59-66x6309xmapsystm.icbc.com.cn",="1(A)",="330.00 Bps",="中国",="中国",="62014",="2409:871E:8200:4::FFFB",="2408:8001:2000:1::52A",="145.00 B",="893.42us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:2000:1::52A",="2022-10-22 07:41:39.325809152"
="2409:8c20:bea1:1:1:0:0:a4x157xmapsystm.icbc.com.cn",="1(A)",="342.00 Bps",="中国",="中国",="56848",="2409:871E:8200:4::FFFB",="2409:8020:2000:824::A",="145.00 B",="861.28us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:824::A",="2022-10-22 07:41:38.296882412"
="2408:8773:8000:8:0:1:0:c9x8130xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="49537",="2409:871E:8200:4::FFFB",="2408:8001:B013::200D",="146.00 B",="876.76us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:B013::200D",="2022-10-22 07:41:35.089025178"
="2409:8c20:bea1:1:1:0:0:a4x4162xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="47273",="2409:871E:8200:4::FFFB",="2409:8020:2000:824::A",="146.00 B",="960.19us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:824::A",="2022-10-22 07:41:34.122279150"
="2408:8773:8000:8:0:1:0:c9x8130xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="5945",="2409:871E:8200:4::FFFB",="2408:8001:B013::200D",="146.00 B",="966.9us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:B013::200D",="2022-10-22 07:41:34.711771016"
="2408:8773:8000:8:0:1:0:c9x1373xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="10832",="2409:871E:8200:4::FFFB",="2408:8001:B013::200D",="146.00 B",="864.54us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:B013::200D",="2022-10-22 07:41:25.362510874"
